user,day_diff,version
015b2d01-ef6c-4b24-8955-39116bb532b2,1,1.5.2
015b2d01-ef6c-4b24-8955-39116bb532b2,2,1.5.2
015cacfe-06ba-4787-bbe5-60390a4541e2,0,1.6.0
015e5b73-97ae-46aa-850e-ca79215396cc,0,1.6.0
01625b22-d15e-4057-a457-0f081487909e,0,1.6.0
01625b22-d15e-4057-a457-0f081487909e,2,1.6.0
01701569-d831-4245-be7b-377a5ea6b485,0,1.6.0
01701569-d831-4245-be7b-377a5ea6b485,1,1.6.0
017e410a13dac493e77686e4020c447e,0,1.5.2
018161d2-9991-480f-866a-e8b9cbcca3d8,0,1.5.2
018161d2-9991-480f-866a-e8b9cbcca3d8,1,1.5.2
018161d2-9991-480f-866a-e8b9cbcca3d8,2,1.5.2
018161d2-9991-480f-866a-e8b9cbcca3d8,3,1.5.2
018161d2-9991-480f-866a-e8b9cbcca3d8,4,1.5.2
018161d2-9991-480f-866a-e8b9cbcca3d8,5,1.5.2
018161d2-9991-480f-866a-e8b9cbcca3d8,7,1.5.2
0183d8ad-8fd4-405f-993a-b39ff77fc6a9,0,1.5.2
0183d8ad-8fd4-405f-993a-b39ff77fc6a9,1,1.5.2
0187caf2-2cab-4d96-bc20-091d00b67c25,0,1.5.2
0188e1ea-fb4d-4167-8baf-d4fbb1be048e,0,1.6.0
018f05ac-a3a5-4bc3-80de-9880d9645f69,0,1.6.0
019912bf-1cb1-4c9b-a843-fcdee24d3d65,0,1.5.2
01a3460f-8343-4b35-9841-21e46bc32c3d,0,1.6.0
01a3460f-8343-4b35-9841-21e46bc32c3d,1,1.6.0
01a74c41-240f-48f4-ac40-b2bf2bd15a6f,0,1.5.2
01a9cae7-8005-4547-b557-bd4ecd7d0167,0,1.6.0
01abefd8-ffb7-47d7-86c6-71e3c895ecd5,0,1.6.0
01b4eadd-8dce-4b9f-93eb-a4f59f9104bf,0,1.5.2
01b6ff02-d378-4135-8254-54bb5b74982c,0,1.5.2
01b6ff02-d378-4135-8254-54bb5b74982c,1,1.5.2
01b6ff02-d378-4135-8254-54bb5b74982c,3,1.5.2
01b9b83b-2232-4c75-84e6-3547b7ef142f,0,1.5.2
01b9b83b-2232-4c75-84e6-3547b7ef142f,1,1.5.2
01b9f1be-f553-4a42-a1fd-8a8f59306ae1,0,1.5.2
01b9f1be-f553-4a42-a1fd-8a8f59306ae1,1,1.5.2
01b9f1be-f553-4a42-a1fd-8a8f59306ae1,2,1.5.2
01ba3a2a-8dee-4703-96c3-ee03dda5c3f1,0,1.6.0
01ba3a2a-8dee-4703-96c3-ee03dda5c3f1,1,1.6.0
01ba3a2a-8dee-4703-96c3-ee03dda5c3f1,2,1.6.0
01ba3a2a-8dee-4703-96c3-ee03dda5c3f1,3,1.6.0
01ba3a2a-8dee-4703-96c3-ee03dda5c3f1,7,1.6.0
01ba9060-bb0d-4e50-b01b-c726251ac74b,0,1.6.0
01ba9060-bb0d-4e50-b01b-c726251ac74b,5,1.6.0
01bd6e7d1cf9ad14b3acd50098db70b0,0,1.5.2
01bd6e7d1cf9ad14b3acd50098db70b0,1,1.5.2
01bdf74e37e30e5bbb2b3deaf4eebbd6,0,1.5.2
01cd19f7-021e-48f8-bda0-63e5cd6af203,0,1.5.2
01cd19f7-021e-48f8-bda0-63e5cd6af203,1,1.5.2
01cd19f7-021e-48f8-bda0-63e5cd6af203,3,1.5.2
01cd3347-12fa-42e3-a8d3-1cef100091be,0,1.6.0
01cefe74-497a-4e30-9fbd-f52973631963,0,1.5.2
01d0682a649d5ada9c995408107a15d2,0,1.5.2
01d0682a649d5ada9c995408107a15d2,1,1.5.2
01d0682a649d5ada9c995408107a15d2,2,1.5.2
01df4444f35f44da9e15a306bb68abfd,0,1.5.2
01e1c11a-aa17-423c-9470-b00bbb36765c,0,1.6.0
01eb3f8cfbc64bae80b00bb443a7771a,0,1.5.2
01ed5d4c-e5ed-4ad6-9b34-914ad1f54d89,0,1.6.0
01f2c051-0698-4f1d-8dcc-3678532f3010,0,1.5.2
01f2c051-0698-4f1d-8dcc-3678532f3010,1,1.5.2
01f2c051-0698-4f1d-8dcc-3678532f3010,2,1.5.2
01fa8a28-a4f4-44cd-86fa-907cf21a6fd5,0,1.6.0
01fa8a28-a4f4-44cd-86fa-907cf21a6fd5,1,1.6.0
01ff5e4a-4c38-43bb-a9c4-039021b48868,0,1.5.2
02055f87-2522-47df-91ff-bf407fa07959,0,1.5.2
02055f87-2522-47df-91ff-bf407fa07959,1,1.5.2
020876d1-afc3-460f-b0be-f814ed67cf79,0,1.5.2
020876d1-afc3-460f-b0be-f814ed67cf79,1,1.5.2
020876d1-afc3-460f-b0be-f814ed67cf79,5,1.5.2
02089e9d-020c-486a-a6ec-09680c0b584d,0,1.6.0
020ae93a-74da-43d8-a751-b3ab48428115,0,1.6.0
0211fbe1-6bf1-4111-91e9-669be0adbad7,0,1.5.2
0211fbe1-6bf1-4111-91e9-669be0adbad7,1,1.5.2
0211fbe1-6bf1-4111-91e9-669be0adbad7,2,1.5.2
0211fbe1-6bf1-4111-91e9-669be0adbad7,3,1.5.2
02347b40-8d77-4fa7-bd54-2c619d84350a,0,1.5.2
02347b40-8d77-4fa7-bd54-2c619d84350a,2,1.5.2
02347b40-8d77-4fa7-bd54-2c619d84350a,3,1.5.2
02347b40-8d77-4fa7-bd54-2c619d84350a,5,1.5.2
02353e27-72d5-4a2d-8704-6c2a7c42396f,0,1.6.0
02385cd3-29d7-484c-aa38-b4b59cce2555,0,1.5.2
023a4d10-02fc-4b48-ba94-5e6714a9b1b7,0,1.6.0
023ccccb-2968-47f2-bdce-0e5bbd604422,0,1.6.0
023d20b3-de5a-455d-b6ff-7adc3c9b1243,0,1.6.0
023d20b3-de5a-455d-b6ff-7adc3c9b1243,4,1.6.0
024d010b-0268-40f3-9413-77285f774de0,0,1.6.0
025c8ccd-0605-4636-bfd2-f66939482e54,0,1.5.2
025c8ccd-0605-4636-bfd2-f66939482e54,1,1.5.2
025c8ccd-0605-4636-bfd2-f66939482e54,2,1.5.2
025c8ccd-0605-4636-bfd2-f66939482e54,3,1.5.2
025e6557-edca-4ef0-a283-8664eb7ba10d,0,1.6.0
02761573-2c25-4deb-a59b-82484ea36705,0,1.5.2
02761573-2c25-4deb-a59b-82484ea36705,1,1.5.2
02872c1c-a5dd-43e4-81fd-e8dfe995a474,0,1.6.0
0289b788-ad15-412b-ac14-add074ee5b94,0,1.6.0
028e7ba7af8deda376515eb04eb1f121,0,1.6.0
028e7ba7af8deda376515eb04eb1f121,1,1.6.0
0296c4a3b6e87196e940fc69401731bc,0,1.6.0
0296c4a3b6e87196e940fc69401731bc,2,1.6.0
02972f04-79b7-4395-88a8-6a7e4feaa32c,0,1.6.0
02972f04-79b7-4395-88a8-6a7e4feaa32c,1,1.6.0
029c386ea504703922f7d0d02bf6528c,0,1.5.2
02a21ad2-4afc-4211-9c4a-6d1c50cea9fc,0,1.6.0
02a21ad2-4afc-4211-9c4a-6d1c50cea9fc,1,1.6.0
02a21ad2-4afc-4211-9c4a-6d1c50cea9fc,3,1.6.0
02a6d117-26b4-4426-bacf-9b7240576db1,0,1.5.2
02a6d117-26b4-4426-bacf-9b7240576db1,2,1.5.2
02a792b784b6e9556d768fc6b0b0c26c,0,1.5.2
02af605f-24cd-4b82-9b9d-128cfcd5110e,0,1.5.2
02af605f-24cd-4b82-9b9d-128cfcd5110e,1,1.5.2
02b3f89c-aa94-498f-a235-0d8f539bd9c1,0,1.5.2
02ba180c-9425-4b6d-a139-13094b7a488a,0,1.6.0
02ba180c-9425-4b6d-a139-13094b7a488a,1,1.6.0
02bb600867397071d6de0698b63179ba,0,1.5.2
02bce01c-7c39-4b79-81cb-ba99b32a3908,0,1.5.2
02c1f59e-f1c8-416e-bc97-78dee07f0e3d,0,1.5.2
02c1f59e-f1c8-416e-bc97-78dee07f0e3d,1,1.5.2
02c33088-d8a4-4e9c-8180-8cfdb236fd0d,0,1.6.0
02c33088-d8a4-4e9c-8180-8cfdb236fd0d,2,1.6.0
02c4b6cb-01ba-4ca5-a4b4-90fb4647f0c6,0,1.6.0
02c98311-f686-47e7-868f-24c64992e4b4,0,1.5.2
02dcfbdd-2034-4348-a432-b8ab9219cd45,0,1.5.2
02dcfbdd-2034-4348-a432-b8ab9219cd45,1,1.5.2
02def7aa-6312-4c6f-a668-06e1644fd4a4,0,1.6.0
02def7aa-6312-4c6f-a668-06e1644fd4a4,1,1.6.0
02eab7c4-ffb9-43b2-83a6-65ac7dcdb774,0,1.5.2
02eab7c4-ffb9-43b2-83a6-65ac7dcdb774,5,1.5.2
02f2548a-e821-4b5b-856f-9e440a97a13c,0,1.5.2
02f38acb-68c4-4073-a7fa-3523918f7524,0,1.5.2
02f6e75e-2180-457d-8373-6f192c3f7abd,0,1.5.2
02f8e0ec-7774-4222-a93c-d8ccdd1ec8a4,0,1.5.2
02f8e0ec-7774-4222-a93c-d8ccdd1ec8a4,1,1.5.2
02f8e0ec-7774-4222-a93c-d8ccdd1ec8a4,2,1.5.2
02f8e0ec-7774-4222-a93c-d8ccdd1ec8a4,3,1.5.2
0301f8bb-23f3-4def-8f2f-e73f2d794f79,0,1.5.2
0301f8bb-23f3-4def-8f2f-e73f2d794f79,1,1.5.2
030e454e-79ea-43c3-b252-9ded6be31eb5,0,1.6.0
031183bc-3620-4383-84d2-c0348fe0fe0e,0,1.5.2
031950e2-a367-49a6-a3b2-76c74597f183,0,1.6.0
031bea31-5057-4912-9e75-bd1c1fa5e8d9,0,1.5.2
0324782b-4fa0-422f-85b4-577a56be40c0,0,1.5.2
0324782b-4fa0-422f-85b4-577a56be40c0,1,1.5.2
032afa4d-7f94-429d-b1aa-51401c3eb138,0,1.6.0
0330492d-60ab-4f97-9ab0-16a7727c9c97,0,1.5.2
033153b6-ff15-4825-ba27-4252e68ab1a9,0,1.5.2
03356d7f-fa02-477b-b217-c55593bbde1e,0,1.5.2
03398ca1-d6ed-4354-a4c4-567faac918de,0,1.5.2
034329d8-c446-435e-8dd8-1097c186b5b0,0,1.5.2
03490f0a-e8dd-4bb8-88b6-ef22f713e299,0,1.5.2
03490f0a-e8dd-4bb8-88b6-ef22f713e299,1,1.5.2
03490f0a-e8dd-4bb8-88b6-ef22f713e299,2,1.5.2
03490f0a-e8dd-4bb8-88b6-ef22f713e299,3,1.5.2
03490f0a-e8dd-4bb8-88b6-ef22f713e299,4,1.5.2
034d1a48-c05a-4a8b-9355-896f0e1a9bc9,0,1.5.2
034d58f4-ed3f-4405-a4d3-793bf2e4e608,0,1.5.2
035fcf49-2c09-4528-be09-da324bafd8a5,0,1.6.0
036cbc0e8375492c770cc1910f2d2c67,0,1.6.0
036cbc0e8375492c770cc1910f2d2c67,4,1.6.0
036cbc0e8375492c770cc1910f2d2c67,5,1.6.0
03705b5e-52b0-41a2-b897-4068ca8ed968,0,1.5.2
03759ae1-1fb9-4ae0-9ab4-230878a667e5,0,1.5.2
03759ae1-1fb9-4ae0-9ab4-230878a667e5,1,1.5.2
03767acb-29aa-4396-a1cc-0ef3a9694b65,0,1.5.2
03767acb-29aa-4396-a1cc-0ef3a9694b65,1,1.5.2
0379d546-e810-4c77-a08d-871c493bf5e0,0,1.6.0
0379d546-e810-4c77-a08d-871c493bf5e0,1,1.6.0
037e9b3c-d555-4f4d-a353-fd2ae4720464,0,1.6.0
038423cd-c8e9-4086-be27-54fecc63934d,0,1.6.0
038453bd-25d4-4bec-a688-ee4c64482fa2,0,1.6.0
038f2499-347d-42ca-8d0f-622d06fb84cd,0,1.6.0
038f2499-347d-42ca-8d0f-622d06fb84cd,2,1.6.0
038f2499-347d-42ca-8d0f-622d06fb84cd,3,1.6.0
038f6a6b-481b-4221-8724-11d373b0fce3,0,1.6.0
038f6a6b-481b-4221-8724-11d373b0fce3,1,1.6.0
038fd9a5257c7f52bc9cdc380e6f5be6,0,1.5.2
03a42570-b780-4b49-819f-4f159c990dcb,0,1.5.2
03a540ee-9e4c-4076-b995-a9daf1d7387f,0,1.6.0
03a540ee-9e4c-4076-b995-a9daf1d7387f,2,1.6.0
03a540ee-9e4c-4076-b995-a9daf1d7387f,3,1.6.0
03a540ee-9e4c-4076-b995-a9daf1d7387f,4,1.6.0
03a99b85-56df-4ab0-8826-649e006babe3,0,1.6.0
03a99b85-56df-4ab0-8826-649e006babe3,1,1.6.0
03acb0c1-d83d-44d2-a67d-276d98103b83,0,1.6.0
03ae3a5b9828e25e45ab463131b8361b,0,1.5.2
03ae3a5b9828e25e45ab463131b8361b,3,1.5.2
03af4714-2f94-4a09-82fa-854f51a6b988,0,1.6.0
03b65ddd-6fb0-4311-83e5-4824fd1ec6c7,0,1.6.0
03ba6dfb1fd02d1280e5543bfd2f97af,0,1.5.2
03bfb150-61d2-485d-b428-b7e68a790cfd,0,1.5.2
03c0de57-9a92-4674-b05e-5aca4db2ac71,0,1.6.0
03c0de57-9a92-4674-b05e-5aca4db2ac71,4,1.6.0
03c4792d069e9af55472dd97f52bc669,0,1.6.0
03c4792d069e9af55472dd97f52bc669,1,1.6.0
03c50be7-b11b-443b-ad40-c217cd0f2711,0,1.5.2
03c97a5f-ebf3-4116-92c9-18b4236d26b7,0,1.5.2
03c97a5f-ebf3-4116-92c9-18b4236d26b7,2,1.5.2
03c97a5f-ebf3-4116-92c9-18b4236d26b7,3,1.5.2
03d946ec-5d19-4fa8-9fc7-4695dc907af1,0,1.6.0
03da3b55-e3e6-4311-902e-e1dcc6df0ede,0,1.6.0
03dba1d4-153d-4f8d-bf3d-06d29de0dcf8,0,1.5.2
03dd49f9-d61c-4f34-82ef-0c930bacb561,0,1.6.0
03ddb4ec-febc-4c44-84fd-d5bca9ca0c65,0,1.6.0
03ddb4ec-febc-4c44-84fd-d5bca9ca0c65,1,1.6.0
03e35621-7063-4587-a134-c0dbf3c84310,0,1.6.0
03e6dc1d-546f-4e12-bad2-4d067fc82d01,0,1.6.0
03e7b55d-6273-4b86-9b5b-2835aa882157,0,1.6.0
03ebca21-f77d-42a5-9ff1-ed5e5ad89a8d,0,1.6.0
03ee4579cc8906ae1d332007f5c32174,0,1.5.2
03f32def-3eae-4dff-aaa1-b7a0173d6b7c,0,1.5.2
03f54129-e1a0-4cad-b8ed-b7bd8dedd700,0,1.6.0
03f9e431-06d4-4320-86bc-6212f52876b5,0,1.5.2
03ffe930-8487-479a-ad22-b32fca339a85,0,1.5.2
0400f496-8126-4502-9f32-45600b9c5646,0,1.6.0
0400f496-8126-4502-9f32-45600b9c5646,1,1.6.0
0406157b-db64-4713-9f9d-726fc3d15f9c,0,1.5.2
0406157b-db64-4713-9f9d-726fc3d15f9c,4,1.5.2
040816f1-a685-46f4-9c0f-dca22dfc09c1,0,1.5.2
040816f1-a685-46f4-9c0f-dca22dfc09c1,2,1.5.2
04155cad-87a0-4cb8-b9ff-e950dae4b442,0,1.5.2
04187cd1-9bc5-4419-9674-4e01c1e5b260,0,1.5.2
0420323f-1416-40ef-8edd-e6a7132b345d,0,1.5.2
0427aa15-220c-482a-bf6c-4685bc5a683b,0,1.6.0
0427aa15-220c-482a-bf6c-4685bc5a683b,1,1.6.0
0428f125eefddd94c8ef2c6560610698,0,1.6.0
0428f125eefddd94c8ef2c6560610698,7,1.6.0
042e6a9c-0893-43b0-bcf3-b9f69fdbe57b,0,1.5.2
042e6a9c-0893-43b0-bcf3-b9f69fdbe57b,2,1.5.2
0432fe91f888d7d0fdbb830c6041f19b,0,1.5.2
0432fe91f888d7d0fdbb830c6041f19b,2,1.5.2
0434e9e078cf2f74873e296cca5069e4,0,1.5.2
043bb8c2-4ab1-431f-aa2a-3befde31bee6,0,1.6.0
043bb8c2-4ab1-431f-aa2a-3befde31bee6,1,1.6.0
043bb8c2-4ab1-431f-aa2a-3befde31bee6,2,1.6.0
043deaec-206a-4efc-adb4-a1365a0257a5,0,1.5.2
043deaec-206a-4efc-adb4-a1365a0257a5,3,1.5.2
04403b6a-27f8-44be-84ca-8dfd0e12bb22,0,1.5.2
04403b6a-27f8-44be-84ca-8dfd0e12bb22,6,1.5.2
04434774-137f-4069-8c3f-c7c20636caf8,0,1.5.2
04436233-e255-4da3-aff4-c374ab02e3b0,0,1.6.0
044bd388-09e2-48ac-8b8f-527a118f9b27,0,1.6.0
044cbe7b-56cd-4108-b99b-024cfe762ceb,0,1.5.2
0456af54-000d-46bb-b463-d811e98b2dd3,0,1.5.2
045949dc-bf66-49ac-853a-30897b29befb,0,1.6.0
045949dc-bf66-49ac-853a-30897b29befb,4,1.6.0
045949dc-bf66-49ac-853a-30897b29befb,5,1.6.0
045949dc-bf66-49ac-853a-30897b29befb,6,1.6.0
04638d16-8646-4148-8bfb-7b95449031b3,0,1.5.2
04638d16-8646-4148-8bfb-7b95449031b3,1,1.5.2
046f88ee-7942-499f-a3b7-09211bb95ca7,0,1.6.0
046f88ee-7942-499f-a3b7-09211bb95ca7,1,1.6.0
04708b3f-8ea8-4682-ae8b-440cd8cdcbc7,0,1.6.0
047b71bd-565a-4ab9-8c21-044c1747613b,0,1.6.0
047f1d7e-2077-4bd0-a681-91b0e254539c,0,1.5.2
047f1d7e-2077-4bd0-a681-91b0e254539c,1,1.5.2
0485df60-e1c9-4e4e-9866-e8bc3bd75e89,0,1.6.0
0485df60-e1c9-4e4e-9866-e8bc3bd75e89,1,1.6.0
048d58e6-6fb4-486f-83c0-88ba857bbdac,0,1.5.2
048db3bf-b30f-461c-8fc3-eef957901226,0,1.6.0
0499c362-aab7-4a3c-ba13-5547df075580,0,1.6.0
0499c362-aab7-4a3c-ba13-5547df075580,2,1.6.0
0499c362-aab7-4a3c-ba13-5547df075580,5,1.6.0
0499c362-aab7-4a3c-ba13-5547df075580,6,1.6.0
049dbe83-3ccb-4a35-846c-e2fd1a1f62a8,0,1.5.2
049fb6029bc5de0101206ca9dc63471e,0,1.5.2
04ab5b2e-7142-4ee9-9272-6c8c7fccfe77,0,1.5.2
04ab5b2e-7142-4ee9-9272-6c8c7fccfe77,1,1.5.2
04b62a97c6af643284baa0a8ae007242,0,1.6.0
04b62a97c6af643284baa0a8ae007242,5,1.6.0
04b62a97c6af643284baa0a8ae007242,6,1.6.0
04baa0b0-9217-4b91-909a-806317f68da5,0,1.5.2
04bb0ef8-971a-487a-a6b4-9000571ab9a2,0,1.6.0
04bc595a-8aa4-4b78-acca-1f6de1cf1e48,0,1.6.0
04bc595a-8aa4-4b78-acca-1f6de1cf1e48,1,1.6.0
04bd3956-c1d5-45e1-8c1a-05c324bccab7,0,1.5.2
04bfd20a-a4e5-48c9-a278-f14a7b25f42a,0,1.5.2
04c3bbc5-73e7-4636-b57e-2648d7943f1d,0,1.5.2
04c3bbc5-73e7-4636-b57e-2648d7943f1d,1,1.5.2
04c8619f-bf5a-4a41-9a71-efd1086875ac,0,1.5.2
04cc7823-fc55-4cae-b195-405a49f19005,0,1.6.0
04cc7823-fc55-4cae-b195-405a49f19005,1,1.6.0
04cc7823-fc55-4cae-b195-405a49f19005,2,1.6.0
04cc7823-fc55-4cae-b195-405a49f19005,3,1.6.0
04cc7823-fc55-4cae-b195-405a49f19005,6,1.6.0
04cfe19e-d326-450c-984f-0d58e78e49fd,0,1.6.0
04d37617-2995-49c0-9af1-e92beea51fbc,0,1.6.0
